gndr,yrbrn,cntry,feethngr,rlgatnd,mbtru,hinctnta,edulvlb,cntbrthd,gincdif,fairelc,dfprtal,gptpelc,medcrgv,rghmgpr,cttresa,gvctzpv,grdfinc,viepol,wpestop,votedir,lnghom1,brncntr,mbrncntc,fbrncntc,freehms,hmsacld,lrnobed,loylead,imdfetn,accalaw,dweight...32,rlgdnm,imueclt,region,lrscale,dweight...37,dweight
2,1957,IE,1,4,2,8,620,6666,3,10,9,6,9,9,8,9,8,9,8,9,ENG,1,6666,6666,2,3,2,3,2,0,2.7417774200439453,1,8,IE062,6,2.7417774200439453,2.7417774200439453
1,1939,IE,1,7,2,NA,213,6666,NA,10,10,9,10,9,9,9,9,9,10,8,ENG,1,6666,6666,1,1,2,5,2,0,0.7854077219963074,1,9,IE061,4,0.7854077219963074,0.7854077219963074
1,1943,IE,2,3,3,7,423,6666,3,10,10,6,10,10,10,8,6,8,8,8,ENG,1,6666,6666,2,2,1,2,3,2,0.6830095052719116,8,6,IE051,7,0.6830095052719116,0.6830095052719116
1,1962,IE,1,7,3,9,313,6666,3,8,7,7,7,7,8,7,8,9,6,7,ENG,1,6666,6666,3,2,4,4,2,0,0.3999721705913544,1,8,IE061,5,0.3999721705913544,0.3999721705913544
1,1985,IE,1,5,1,7,720,6666,2,10,10,10,9,10,10,7,7,7,7,10,ENG,1,6666,6666,2,1,3,4,1,0,5.103470325469971,NA,8,IE061,6,5.103470325469971,5.103470325469971
1,1964,IE,1,4,3,8,213,6666,2,10,10,7,10,10,10,10,8,10,10,10,ENG,1,6666,6666,1,2,1,2,2,0,1.5445326566696167,NA,10,IE053,5,1.5445326566696167,1.5445326566696167
1,2000,IE,1,6,1,NA,422,6666,3,9,3,9,4,8,10,9,NA,9,9,9,ENG,1,6666,GB,1,1,2,3,1,2,3.5538978576660156,1,3,IE042,5,3.5538978576660156,3.5538978576660156
2,1995,IE,2,7,3,2,620,BR,2,6,8,6,8,8,7,7,8,6,7,7,POR,2,BR,BR,1,1,2,3,1,0,0.72629714012146,NA,6,IE062,3,0.72629714012146,0.72629714012146
1,1976,IE,1,7,3,9,620,6666,3,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,2,3,2,2,2,0,0.8286073803901672,NA,10,IE061,7,0.8286073803901672,0.8286073803901672
2,1983,IE,1,7,3,NA,720,6666,1,10,10,7,10,10,10,10,10,10,7,10,ENG,1,6666,6666,1,1,2,3,1,0,0.7296882271766663,NA,10,IE061,5,0.7296882271766663,0.7296882271766663
2,NA,IE,1,4,3,NA,423,RO,2,10,10,10,10,10,10,10,10,10,10,10,RUM,2,6666,RO,2,4,3,3,3,NA,1.435613751411438,3,6,IE063,7,1.435613751411438,1.435613751411438
2,1979,IE,2,6,3,6,321,GB,1,9,8,7,10,9,9,9,4,8,8,8,ENG,2,6666,6666,1,1,2,2,2,7,0.920155704021454,NA,9,IE061,9,0.920155704021454,0.920155704021454
2,2000,IE,1,5,3,7,520,6666,1,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,4,1,0,0.47350531816482544,1,10,IE052,NA,0.47350531816482544,0.47350531816482544
1,1982,IE,1,6,1,NA,520,6666,1,9,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,5,2,1,0.7724564671516418,1,5,IE063,5,0.7724564671516418,0.7724564671516418
1,1982,IE,1,7,3,NA,720,GB,2,10,10,5,10,10,10,8,8,8,8,5,ENG,2,6666,GB,1,1,4,4,2,0,0.7417272329330444,NA,10,IE061,4,0.7417272329330444,0.7417272329330444
2,1977,IE,1,5,3,3,222,GB,2,8,8,8,8,8,8,8,8,8,8,8,ENG,2,6666,6666,2,2,2,2,2,0,0.7058454751968384,1,8,IE052,5,0.7058454751968384,0.7058454751968384
1,1971,IE,1,4,3,3,520,6666,2,7,4,7,6,8,5,4,5,7,6,6,ENG,1,6666,6666,2,2,3,3,2,5,0.4860340654850006,1,7,IE041,4,0.4860340654850006,0.4860340654850006
2,1992,IE,1,6,3,1,422,6666,NA,3,3,4,3,3,8,4,4,3,3,6,ENG,1,6666,6666,2,2,2,2,3,3,0.5129825472831726,NA,3,IE052,5,0.5129825472831726,0.5129825472831726
1,1985,IE,1,7,3,10,720,TR,1,9,9,10,10,9,10,10,10,8,9,10,ENG,2,TR,TR,2,3,4,3,2,0,0.828887939453125,NA,7,IE053,6,0.828887939453125,0.828887939453125
1,1948,IE,2,1,3,6,222,PL,2,8,7,3,7,5,8,7,3,7,7,4,POL,2,PL,PL,2,1,4,3,1,6,0.791619062423706,NA,8,IE041,8,0.791619062423706,0.791619062423706
1,1952,IE,1,3,2,6,720,6666,4,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,3,2,0,0.6511960625648499,1,7,IE053,5,0.6511960625648499,0.6511960625648499
1,1952,IE,1,3,3,NA,213,6666,2,6,6,9,8,6,7,9,9,8,8,6,ENG,1,6666,6666,2,3,2,2,2,0,0.3420315086841583,1,5,IE063,9,0.3420315086841583,0.3420315086841583
2,1971,IE,2,7,2,3,321,PL,2,10,10,7,10,10,5,4,6,6,5,5,POL,2,PL,PL,2,2,2,2,1,1,0.9875067472457886,NA,8,IE042,5,0.9875067472457886,0.9875067472457886
1,1948,IE,2,5,2,4,113,6666,2,4,7,8,7,5,5,8,7,7,6,5,ENG,1,6666,6666,2,2,2,2,2,5,1.3688253164291382,1,5,IE052,0,1.3688253164291382,1.3688253164291382
2,1981,IE,1,4,3,NA,423,6666,1,7,6,7,7,8,10,9,7,8,9,6,ENG,1,6666,6666,1,2,2,3,1,7,1.035402774810791,1,8,IE042,9,1.035402774810791,1.035402774810791
2,1989,IE,1,6,3,NA,720,6666,2,7,7,7,7,8,7,8,8,7,7,8,ENG,1,6666,6666,1,2,2,2,4,4,3.8669075965881343,NA,2,IE053,5,3.8669075965881343,3.8669075965881343
2,1980,IE,1,5,2,10,800,6666,2,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,4,4,1,0,0.7006258964538574,NA,10,IE061,2,0.7006258964538574,0.7006258964538574
2,1938,IE,1,3,3,2,113,6666,2,9,7,7,7,6,10,10,6,8,10,9,ENG,1,6666,6666,2,NA,2,4,3,0,0.8511129021644592,1,6,IE061,3,0.8511129021644592,0.8511129021644592
2,1956,IE,2,4,3,NA,113,6666,NA,8,7,5,6,6,NA,10,10,10,10,NA,GLE,1,6666,6666,2,2,2,2,2,0,0.9477885365486144,1,7,IE051,5,0.9477885365486144,0.9477885365486144
1,1954,IE,1,4,3,2,520,6666,2,5,5,5,5,5,5,5,5,5,5,5,ENG,1,6666,6666,2,2,2,3,3,2,1.6547435522079468,NA,7,IE052,5,1.6547435522079468,1.6547435522079468
1,1971,IE,2,5,3,6,422,BR,1,9,7,8,5,2,7,6,7,8,10,8,ENG,2,BR,BR,1,1,1,1,2,9,0.8299852609634399,1,8,IE061,7,0.8299852609634399,0.8299852609634399
2,1944,IE,1,7,3,NA,213,6666,1,10,NA,10,NA,10,10,9,8,9,10,10,ENG,1,6666,6666,1,NA,1,1,NA,0,2.707981824874878,1,7,IE052,5,2.707981824874878,2.707981824874878
1,1977,IE,1,7,1,10,620,6666,2,10,9,8,9,9,9,8,8,7,7,5,ENG,1,6666,6666,1,1,3,4,1,3,0.706751823425293,NA,8,IE061,5,0.706751823425293,0.706751823425293
2,1986,IE,1,6,3,NA,422,6666,2,7,3,5,9,5,5,6,5,5,6,7,ENG,1,6666,6666,2,2,3,4,NA,2,1.1130942106246948,1,NA,IE053,NA,1.1130942106246948,1.1130942106246948
1,1980,IE,1,7,1,8,421,6666,3,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,4,3,0,0.3451809287071228,1,0,IE061,5,0.3451809287071228,0.3451809287071228
2,1949,IE,1,7,2,4,720,6666,4,10,7,10,10,10,10,10,NA,10,NA,10,ENG,1,6666,6666,2,1,5,5,1,0,0.7497457265853882,NA,8,IE062,8,0.7497457265853882,0.7497457265853882
1,1959,IE,2,3,1,8,213,6666,3,6,5,6,4,4,7,6,5,6,6,5,ENG,1,6666,6666,3,3,3,3,3,4,0.41206228733062744,1,4,IE052,0,0.41206228733062744,0.41206228733062744
2,1999,IE,1,7,3,1,620,LT,2,6,5,5,NA,5,NA,6,8,7,8,6,LIT,2,LT,LT,1,2,3,3,1,3,1.803453803062439,1,8,IE053,NA,1.803453803062439,1.803453803062439
2,1953,IE,1,3,2,6,620,6666,1,8,8,7,8,9,10,10,8,8,8,9,ENG,1,6666,6666,1,3,2,2,1,0,1.7082571983337402,1,9,IE062,7,1.7082571983337402,1.7082571983337402
2,1995,IE,2,6,3,6,321,CN,3,5,NA,6,NA,NA,10,7,6,5,7,NA,CHI,2,CN,CN,4,5,4,3,2,6,0.9347626566886902,NA,7,IE041,NA,0.9347626566886902,0.9347626566886902
1,1955,IE,1,5,2,1,313,6666,3,8,8,8,10,8,9,8,8,8,8,9,ENG,1,6666,6666,1,2,3,3,1,0,0.9008652567863464,1,1,IE051,3,0.9008652567863464,0.9008652567863464
2,1989,IE,NA,6,3,2,313,6666,1,9,8,8,8,8,6,7,9,7,7,8,ENG,1,6666,6666,1,2,1,1,4,6,0.3792211413383484,NA,10,IE061,8,0.3792211413383484,0.3792211413383484
1,1950,IE,1,7,3,5,313,6666,4,10,7,10,8,10,6,7,5,8,8,7,ENG,1,6666,6666,1,1,3,3,2,0,0.8922445178031921,NA,7,IE061,7,0.8922445178031921,0.8922445178031921
1,2003,IE,2,1,3,2,313,AF,2,8,5,8,6,7,6,5,6,NA,NA,7,ENG,2,AF,AF,5,5,2,2,1,2,0.37618061900138855,NA,7,IE051,NA,0.37618061900138855,0.37618061900138855
2,1994,IE,1,4,3,NA,620,6666,2,10,10,10,10,10,10,10,10,5,6,10,ENG,1,6666,6666,2,5,1,3,2,6,0.7714928388595581,1,7,IE051,10,0.7714928388595581,0.7714928388595581
1,1958,IE,1,7,2,4,213,6666,1,10,10,10,10,10,10,10,10,10,9,10,ENG,1,6666,6666,1,1,4,5,2,0,0.7296882271766663,NA,8,IE061,5,0.7296882271766663,0.7296882271766663
1,1969,IE,1,7,3,1,520,6666,2,6,6,10,9,9,9,9,9,10,9,9,ENG,1,6666,6666,2,2,2,4,2,6,0.958850920200348,1,5,IE061,5,0.958850920200348,0.958850920200348
2,1982,IE,1,7,3,2,321,6666,2,3,3,10,10,2,8,9,10,10,10,6,ENG,1,6666,6666,1,1,4,4,2,5,0.9881514310836792,NA,7,IE042,2,0.9881514310836792,0.9881514310836792
1,1952,IE,1,7,2,6,620,6666,4,10,9,7,10,10,10,8,5,10,6,9,ENG,1,6666,6666,3,5,1,3,1,0,0.72629714012146,NA,6,IE062,8,0.72629714012146,0.72629714012146
1,1982,IE,1,6,1,6,620,PL,3,10,10,10,10,10,10,10,10,10,10,10,POL,2,PL,PL,1,3,3,3,1,0,0.7252535820007324,1,10,IE042,6,0.7252535820007324,0.7252535820007324
2,1969,IE,1,4,3,2,423,6666,2,8,6,8,6,7,9,8,5,6,9,6,ENG,1,6666,6666,2,2,2,2,2,5,1.5131433010101318,1,8,IE051,7,1.5131433010101318,1.5131433010101318
2,1983,IE,1,3,3,8,520,6666,2,7,7,7,8,7,6,6,7,7,6,6,ENG,1,6666,6666,2,2,1,2,3,2,0.6433174014091492,2,8,IE041,NA,0.6433174014091492,0.6433174014091492
1,1937,IE,1,3,3,NA,113,6666,3,9,7,5,7,9,9,9,5,8,9,8,ENG,1,6666,6666,3,3,2,2,3,2,0.3622204661369324,1,0,IE063,0,0.3622204661369324,0.3622204661369324
1,1958,IE,1,6,3,NA,213,6666,2,9,9,5,9,9,9,10,8,7,7,7,ENG,1,6666,6666,2,2,2,2,3,0,0.39736565947532654,1,5,IE063,9,0.39736565947532654,0.39736565947532654
2,1956,IE,2,6,3,2,213,6666,1,8,7,6,7,8,6,7,7,5,5,7,ENG,1,6666,6666,2,1,1,1,3,5,0.920155704021454,NA,5,IE061,5,0.920155704021454,0.920155704021454
2,1963,IE,1,7,3,3,520,6666,2,10,1,3,1,10,10,10,10,10,5,10,ENG,1,6666,6666,1,1,5,2,2,1,0.6358105540275574,NA,10,IE042,NA,0.6358105540275574,0.6358105540275574
1,1951,IE,1,7,3,1,113,6666,1,10,10,10,10,10,10,10,5,10,10,10,ENG,1,6666,6666,3,5,4,4,4,3,0.39217349886894226,1,3,IE052,NA,0.39217349886894226,0.39217349886894226
1,1994,IE,1,4,2,1,313,6666,1,8,8,10,5,8,10,10,10,10,10,10,ENG,1,6666,6666,1,2,2,4,3,0,0.5615137815475464,1,1,IE041,5,0.5615137815475464,0.5615137815475464
2,1993,IE,1,6,3,1,321,6666,2,5,6,5,4,5,NA,4,4,5,4,NA,ENG,1,6666,6666,2,1,2,2,2,8,0.4183920323848725,1,6,IE051,NA,0.4183920323848725,0.4183920323848725
1,1984,IE,1,6,3,NA,321,6666,2,8,8,8,7,8,8,8,8,7,8,8,ENG,1,6666,6666,1,1,2,2,2,8,1.5467630624771118,1,3,IE053,5,1.5467630624771118,1.5467630624771118
2,1965,IE,1,7,3,10,620,6666,2,9,9,10,9,9,9,9,9,9,9,9,ENG,1,6666,6666,2,1,2,2,2,0,1.6086554527282717,1,10,IE061,5,1.6086554527282717,1.6086554527282717
2,1939,IE,1,4,2,NA,5555,6666,1,10,7,10,8,8,8,8,6,NA,8,10,ENG,1,6666,6666,4,5,2,5,2,0,0.9989884495735168,1,NA,IE041,3,0.9989884495735168,0.9989884495735168
2,1974,IE,1,6,3,2,229,6666,2,6,5,5,7,6,4,5,7,6,6,6,ENG,1,6666,6666,2,2,2,3,2,6,0.3077562153339386,1,NA,IE053,5,0.3077562153339386,0.3077562153339386
2,1986,IE,1,5,3,NA,321,6666,2,9,8,9,8,9,9,8,9,9,8,9,ENG,1,6666,6666,2,2,2,2,3,NA,0.9106018543243408,1,8,IE042,5,0.9106018543243408,0.9106018543243408
2,1977,IE,2,4,3,5,520,MU,2,10,9,10,10,10,10,10,10,10,9,10,CRP,2,MU,MU,2,2,5,3,1,0,1.2407522201538086,4,7,IE062,6,1.2407522201538086,1.2407522201538086
2,2003,IE,2,6,3,4,313,AR,1,8,7,8,NA,NA,6,7,10,5,10,7,ENG,2,AR,AR,2,1,2,1,1,9,1.9678746461868288,NA,9,IE061,5,1.9678746461868288,1.9678746461868288
1,1941,IE,2,6,3,6,229,6666,3,6,4,7,5,5,7,7,3,3,7,5,ENG,1,6666,6666,2,2,2,2,4,6,0.4429946839809418,1,2,IE042,7,0.4429946839809418,0.4429946839809418
1,1988,IE,1,6,3,9,620,6666,4,10,7,7,9,8,10,10,10,6,6,10,ENG,1,6666,6666,1,2,4,4,2,0,0.8578025698661804,1,8,IE062,6,0.8578025698661804,0.8578025698661804
1,1996,IE,2,6,3,3,321,6666,1,5,5,7,4,6,6,7,6,7,6,7,ENG,1,6666,6666,2,1,2,1,2,8,0.5639440417289734,NA,6,IE061,7,0.5639440417289734,0.5639440417289734
2,1957,IE,1,5,2,5,313,6666,2,10,6,7,9,10,10,10,7,8,10,10,ENG,1,6666,6666,1,2,4,2,2,0,0.8096181154251099,1,6,IE041,6,0.8096181154251099,0.8096181154251099
1,1998,IE,1,6,3,NA,421,6666,2,4,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,3,1,3,1.2882986068725586,NA,6,IE052,NA,1.2882986068725586,1.2882986068725586
1,2000,IE,1,7,3,8,313,PL,2,10,9,10,5,10,10,7,8,8,8,10,POL,2,PL,PL,2,5,2,2,2,0,4.1876397132873535,NA,7,IE053,10,4.1876397132873535,4.1876397132873535
2,1950,IE,1,3,3,3,321,6666,2,10,10,10,9,10,10,10,10,10,10,10,ENG,1,6666,6666,2,2,2,2,1,0,0.8575528264045715,1,8,IE053,10,0.8575528264045715,0.8575528264045715
1,1978,IE,1,7,3,9,520,6666,2,10,10,8,10,10,10,10,8,9,8,10,ENG,1,6666,6666,1,1,3,3,1,0,0.7225834131240845,NA,8,IE051,3,0.7225834131240845,0.7225834131240845
2,1954,IE,1,2,2,NA,313,6666,2,9,8,9,8,8,5,8,7,6,6,8,ENG,1,6666,6666,2,2,2,2,3,1,0.7715322971343994,1,3,IE053,5,0.7715322971343994,0.7715322971343994
2,1973,IE,1,6,1,9,423,6666,2,10,6,8,7,7,7,10,8,9,8,9,ENG,1,6666,6666,2,1,4,4,2,1,0.7569828629493713,1,7,IE061,5,0.7569828629493713,0.7569828629493713
2,1951,IE,1,6,3,NA,313,6666,2,8,5,10,10,10,10,10,10,10,7,9,ENG,1,6666,6666,2,5,1,3,2,8,0.5427859425544739,1,5,IE051,10,0.5427859425544739,0.5427859425544739
2,1963,IE,1,4,1,10,720,6666,2,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,2,2,3,1,0,2.7417774200439453,1,9,IE062,8,2.7417774200439453,2.7417774200439453
1,1991,IE,1,7,3,NA,720,AR,2,10,10,10,10,10,10,10,9,10,NA,10,SPA,2,AR,AR,1,1,1,2,1,0,0.47324126958847046,NA,10,IE061,8,0.47324126958847046,0.47324126958847046
1,1982,IE,1,7,1,NA,800,6666,2,9,10,7,10,10,9,9,9,9,9,10,ENG,1,6666,6666,2,NA,2,2,2,8,1.4334871768951416,NA,8,IE042,3,1.4334871768951416,1.4334871768951416
1,1989,IE,1,4,2,10,720,6666,5,10,10,10,10,7,10,4,2,8,8,4,ENG,1,6666,6666,1,1,4,4,3,0,1.9046930074691772,1,8,IE061,7,1.9046930074691772,1.9046930074691772
2,1944,IE,1,3,2,3,0,6666,1,NA,NA,8,8,NA,9,10,7,NA,NA,8,ENG,1,6666,6666,1,2,1,1,2,0,0.7022706270217896,1,5,IE061,3,0.7022706270217896,0.7022706270217896
1,1959,IE,2,6,3,2,222,6666,1,9,8,9,10,8,8,9,8,9,9,10,ENG,1,6666,6666,1,1,2,2,2,9,0.8269861340522766,NA,10,IE061,5,0.8269861340522766,0.8269861340522766
2,1945,IE,1,5,2,1,313,GB,3,7,7,7,7,7,7,7,7,7,8,8,ENG,2,GB,GB,1,1,2,4,2,1,0.4133971035480499,NA,7,IE053,8,0.4133971035480499,0.4133971035480499
2,1975,IE,1,4,1,NA,720,6666,5,10,8,10,10,10,10,10,5,8,10,10,ENG,1,6666,6666,1,1,4,3,1,0,1.6635947227478027,1,10,IE061,6,1.6635947227478027,1.6635947227478027
2,1973,IE,1,6,3,NA,313,6666,1,10,8,10,7,10,10,10,6,9,9,10,ENG,1,6666,6666,1,2,NA,NA,3,1,1.6337636709213257,1,6,IE062,6,1.6337636709213257,1.6337636709213257
1,1980,IE,2,5,3,3,321,MD,2,NA,NA,8,NA,7,9,8,9,7,8,8,ENG,2,MD,MD,1,2,1,1,1,7,0.40181010961532593,3,10,IE061,9,0.40181010961532593,0.40181010961532593
1,1939,IE,1,3,2,1,213,6666,4,8,6,8,8,6,7,7,7,5,6,8,ENG,1,6666,6666,2,2,1,3,2,4,2.2707865238189697,1,5,IE061,8,2.2707865238189697,2.2707865238189697
2,1992,IE,2,4,3,NA,620,ZW,2,8,8,7,7,7,7,8,7,7,8,8,SNA,2,ZW,ZW,2,2,2,2,2,0,1.5467630624771118,4,8,IE053,5,1.5467630624771118,1.5467630624771118
2,2002,IE,1,7,3,8,321,HR,2,10,9,8,7,8,10,8,8,8,8,8,HRV,2,HR,HR,2,1,3,4,2,1,1.1985623836517334,NA,8,IE062,5,1.1985623836517334,1.1985623836517334
1,1979,IE,1,6,3,9,520,6666,4,10,10,10,10,9,10,9,5,10,10,10,ENG,1,6666,6666,1,1,1,4,2,2,0.6743654608726501,NA,7,IE062,3,0.6743654608726501,0.6743654608726501
1,1965,IE,1,6,3,2,421,6666,2,7,4,6,6,7,7,7,5,7,4,5,ENG,1,6666,6666,2,2,2,3,2,4,0.4708779752254486,NA,8,IE041,5,0.4708779752254486,0.4708779752254486
2,1959,IE,1,3,3,6,313,6666,4,5,4,6,3,6,4,5,3,6,6,3,ENG,1,6666,6666,3,3,4,4,3,7,0.6148753762245178,1,7,IE041,5,0.6148753762245178,0.6148753762245178
2,1969,IE,1,6,3,10,520,6666,5,10,10,10,8,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,3,3,1,0,0.8496048450469971,1,7,IE051,8,0.8496048450469971,0.8496048450469971
1,1983,IE,1,7,3,NA,520,6666,2,9,10,9,10,10,10,8,5,10,9,10,ENG,1,6666,6666,2,2,2,4,2,0,0.7778130769729614,1,10,IE062,10,0.7778130769729614,0.7778130769729614
1,1942,IE,1,6,3,8,620,6666,2,10,10,10,10,10,10,7,7,8,10,8,ENG,1,6666,6666,1,1,5,5,1,0,0.8216216564178467,1,8,IE061,7,0.8216216564178467,0.8216216564178467
2,1955,IE,1,5,2,1,113,6666,1,10,8,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,1,2,2,0,0.4090851843357086,1,4,IE041,NA,0.4090851843357086,0.4090851843357086
2,1981,IE,1,4,3,6,423,6666,3,8,8,9,8,9,10,10,10,10,8,9,ENG,1,6666,6666,2,2,2,4,2,0,1.618593692779541,NA,5,IE053,NA,1.618593692779541,1.618593692779541
2,1965,IE,1,4,2,10,229,6666,2,8,9,10,9,9,2,9,10,10,10,8,ENG,1,6666,6666,1,1,1,3,2,0,1.3120838403701782,1,7,IE053,5,1.3120838403701782,1.3120838403701782
1,1941,IE,1,5,3,NA,NA,6666,2,9,8,9,8,7,7,7,8,7,9,8,ENG,1,6666,6666,NA,NA,NA,NA,4,2,0.3958168923854828,1,3,IE053,4,0.3958168923854828,0.3958168923854828
2,1948,IE,1,7,3,1,520,US,2,5,5,5,5,6,10,10,10,10,10,NA,ENG,2,US,US,1,1,3,3,1,0,0.3993872404098511,NA,10,IE061,3,0.3993872404098511,0.3993872404098511
2,1960,IE,1,2,3,NA,213,6666,2,6,6,7,6,6,7,7,6,6,4,6,ENG,1,6666,6666,2,2,2,2,3,6,1.2410576343536377,1,3,IE052,5,1.2410576343536377,1.2410576343536377
2,1989,IE,1,6,3,10,620,6666,2,10,10,10,10,10,10,10,10,2,10,10,ENG,1,6666,6666,1,1,3,3,1,0,0.8139172792434692,1,8,IE042,8,0.8139172792434692,0.8139172792434692
2,1984,IE,1,6,1,10,520,6666,1,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,4,2,0,1.6174508333206177,1,8,IE051,4,1.6174508333206177,1.6174508333206177
2,1983,IE,1,7,1,NA,423,6666,2,9,3,8,5,5,6,7,6,7,7,7,ENG,1,6666,6666,2,2,4,3,1,2,0.7420627474784851,1,9,IE053,4,0.7420627474784851,0.7420627474784851
2,1954,IE,1,4,3,1,213,6666,2,7,4,3,7,5,4,2,4,4,7,4,ENG,1,6666,6666,1,2,2,3,4,3,0.6684196591377258,1,4,IE052,NA,0.6684196591377258,0.6684196591377258
1,1981,IE,1,7,1,3,213,6666,1,10,8,10,8,8,10,10,10,10,8,10,ENG,1,6666,6666,1,1,1,2,2,0,0.5749936103820801,1,1,IE041,NA,0.5749936103820801,0.5749936103820801
2,1977,IE,1,3,3,3,313,6666,2,8,8,8,9,7,9,9,8,8,8,8,ENG,1,6666,6666,2,2,2,2,2,0,0.7058454751968384,1,8,IE052,5,0.7058454751968384,0.7058454751968384
1,1978,IE,1,7,2,5,620,PL,4,10,10,10,10,10,10,10,3,10,10,10,POL,2,PL,PL,1,1,4,1,2,0,5.103470325469971,1,10,IE061,5,5.103470325469971,5.103470325469971
2,1993,IE,1,7,1,10,620,FR,NA,10,6,10,8,8,10,9,NA,9,10,10,ENG,2,BR,FR,1,1,4,5,1,0,0.7429288029670715,NA,10,IE061,NA,0.7429288029670715,0.7429288029670715
1,1972,IE,1,6,3,2,313,6666,2,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,2,4,2,1,0.3650354743003845,NA,10,IE051,7,0.3650354743003845,0.3650354743003845
1,1980,IE,1,7,2,6,520,FR,1,10,10,8,10,10,10,10,10,6,7,4,FRE,2,FR,FR,1,5,1,3,2,0,1.5138577222824097,NA,7,IE061,3,1.5138577222824097,1.5138577222824097
2,1977,IE,1,6,3,NA,620,6666,2,10,2,9,8,8,8,10,9,8,9,5,ENG,1,6666,6666,1,1,3,5,2,0,0.47126245498657227,NA,9,IE051,2,0.47126245498657227,0.47126245498657227
1,1954,IE,1,7,2,1,113,6666,1,8,8,NA,8,7,2,5,5,5,5,6,ENG,1,6666,6666,4,4,2,2,4,2,0.4496893584728241,1,1,IE061,4,0.4496893584728241,0.4496893584728241
1,1993,IE,2,4,3,NA,720,RW,4,9,8,6,9,10,10,10,10,10,10,10,ENG,2,CG,CG,1,1,2,2,1,2,0.9758208990097046,2,10,IE061,1,0.9758208990097046,0.9758208990097046
2,1992,IE,2,6,3,3,720,UA,1,10,10,10,10,10,10,10,9,10,10,10,UKR,2,UA,UA,1,1,1,3,1,0,1.8652411699295044,1,10,IE052,NA,1.8652411699295044,1.8652411699295044
2,1954,IE,1,6,2,9,720,US,2,10,10,9,10,10,10,10,10,8,10,8,ENG,2,US,US,1,1,4,5,2,0,0.8575528264045715,5,9,IE053,2,0.8575528264045715,0.8575528264045715
2,1935,IE,1,6,3,1,213,6666,2,10,6,10,7,NA,10,6,6,NA,NA,NA,ENG,1,6666,6666,NA,4,2,NA,4,NA,0.30206984281539917,1,0,IE042,10,0.30206984281539917,0.30206984281539917
1,1944,IE,1,3,3,NA,720,6666,NA,10,7,5,6,8,8,10,NA,10,9,9,ENG,1,6666,6666,3,4,2,2,3,0,0.8591495156288147,1,5,IE053,8,0.8591495156288147,0.8591495156288147
1,1974,IE,1,7,3,7,720,GR,3,10,10,8,10,10,10,10,5,8,10,10,ENG,2,GR,GR,1,3,3,3,1,0,1.0076524019241333,NA,10,IE061,7,1.0076524019241333,1.0076524019241333
1,1951,IE,1,2,2,8,720,6666,1,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,1,5,5,2,0,0.6786381602287292,2,9,IE041,5,0.6786381602287292,0.6786381602287292
2,1955,IE,1,7,2,2,229,6666,1,10,10,10,10,10,10,10,10,10,10,10,ENG,1,6666,6666,1,3,2,3,2,0,0.8677911162376404,NA,3,IE061,5,0.8677911162376404,0.8677911162376404
2,1989,IE,1,6,3,4,422,6666,1,8,8,9,6,8,6,10,10,5,5,8,ENG,1,6666,6666,1,1,2,3,2,3,0.8267942070960999,NA,7,IE053,5,0.8267942070960999,0.8267942070960999
2,1958,IE,2,4,1,8,313,6666,1,10,8,10,8,10,10,10,8,10,10,10,ENG,1,6666,6666,1,2,2,4,2,3,0.8375279307365417,1,9,IE053,5,0.8375279307365417,0.8375279307365417
2,1989,IE,2,7,3,1,620,MX,1,10,9,9,9,9,8,9,9,9,10,9,ENG,2,MX,MX,1,1,2,2,1,0,0.7854077219963074,1,9,IE061,5,0.7854077219963074,0.7854077219963074
1,1939,IE,1,3,3,2,313,6666,4,7,7,8,8,7,8,8,7,7,5,7,ENG,1,6666,6666,2,2,2,5,4,0,0.45659685134887695,1,3,IE062,6,0.45659685134887695,0.45659685134887695
1,1939,IE,1,3,3,NA,313,6666,2,7,8,8,8,8,8,7,7,8,8,7,ENG,1,6666,6666,2,3,3,2,4,1,0.3348873257637024,1,2,IE052,5,0.3348873257637024,0.3348873257637024
2,2002,IE,1,5,1,NA,520,6666,2,8,8,8,7,8,8,8,8,8,8,7,ENG,1,6666,6666,2,2,4,4,3,NA,1.215912103652954,1,3,IE063,NA,1.215912103652954,1.215912103652954
2,1984,IE,2,5,3,4,313,PL,1,9,8,7,9,9,6,8,8,7,8,8,POL,2,PL,PL,2,1,2,1,3,NA,0.6118625402450562,NA,9,IE061,4,0.6118625402450562,0.6118625402450562
